Цена(RUB),Цена(USD),Цена(BYN),Бренд,Дней,Откуда-куда,Когда,Длител1,Длител2,Ссылка,Время проверки,История цен(USD)
75504,978,3020,Аэрофлот,29,Санкт-Петербург-Пхукет,18окт-16ноя,12ч35м,14ч30м,https://www.aviasales.ru/search/LED1810HKT16111 ,2023-05-13 21:10:57,978<-
84020,1088,3360,Emirates,28,Санкт-Петербург-Пхукет,18окт-15ноя,16ч45м,1д5ч15м,https://www.aviasales.ru/search/LED1810HKT15111 ,2023-05-13 21:11:23,1088<-1124<-
84020,1088,3360,Emirates,27,Санкт-Петербург-Пхукет,18окт-14ноя,16ч45м,1д5ч15м,https://www.aviasales.ru/search/LED1810HKT14111 ,2023-05-13 21:11:48,1088<-1088<-
77509,1004,3100,,30,Санкт-Петербург-Пхукет,19окт-18ноя,18ч55м,24ч30м,https://www.aviasales.ru/search/LED1910HKT18111 ,2023-05-13 21:12:14,1004<-
77509,1004,3100,,29,Санкт-Петербург-Пхукет,19окт-17ноя,18ч55м,24ч30м,https://www.aviasales.ru/search/LED1910HKT17111 ,2023-05-13 21:12:39,1004<-
75504,978,3020,Аэрофлот,28,Санкт-Петербург-Пхукет,19окт-16ноя,12ч35м,14ч30м,https://www.aviasales.ru/search/LED1910HKT16111 ,2023-05-13 21:13:05,978<-
77509,1004,3100,,27,Санкт-Петербург-Пхукет,19окт-15ноя,18ч55м,24ч30м,https://www.aviasales.ru/search/LED1910HKT15111 ,2023-05-13 21:13:30,1004<-
88447,1146,3537,Emirates,30,Санкт-Петербург-Пхукет,20окт-19ноя,16ч45м,1д5ч15м,https://www.aviasales.ru/search/LED2010HKT19111 ,2023-05-13 21:13:55,1146<-
95222,1234,3808,,29,Санкт-Петербург-Пхукет,20окт-18ноя,24ч45м,24ч30м,https://www.aviasales.ru/search/LED2010HKT18111 ,2023-05-13 21:14:21,1234<-
93039,1205,3721,Emirates,28,Санкт-Петербург-Пхукет,20окт-17ноя,16ч45м,1д5ч15м,https://www.aviasales.ru/search/LED2010HKT17111 ,2023-05-13 21:14:46,1205<-
93039,1205,3721,Emirates,27,Санкт-Петербург-Пхукет,20окт-16ноя,16ч45м,1д5ч15м,https://www.aviasales.ru/search/LED2010HKT16111 ,2023-05-13 21:15:12,1205<-
77509,1004,3100,,30,Санкт-Петербург-Пхукет,21окт-20ноя,18ч55м,24ч30м,https://www.aviasales.ru/search/LED2110HKT20111 ,2023-05-13 21:15:39,1004<-
81849,1060,3273,,29,Санкт-Петербург-Пхукет,21окт-19ноя,18ч40м,14ч30м,https://www.aviasales.ru/search/LED2110HKT19111 ,2023-05-13 21:16:04,1060<-1060<-1084<-
77509,1004,3100,,28,Санкт-Петербург-Пхукет,21окт-18ноя,18ч55м,24ч30м,https://www.aviasales.ru/search/LED2110HKT18111 ,2023-05-13 21:16:30,1004<-
77509,1004,3100,,27,Санкт-Петербург-Пхукет,21окт-17ноя,18ч55м,24ч30м,https://www.aviasales.ru/search/LED2110HKT17111 ,2023-05-13 21:16:55,1004<-
91032,1179,3641,Emirates,30,Санкт-Петербург-Пхукет,22окт-21ноя,16ч45м,1д5ч15м,https://www.aviasales.ru/search/LED2210HKT21111 ,2023-05-13 21:17:23,1179<-1216<-
75504,978,3020,Аэрофлот,29,Санкт-Петербург-Пхукет,22окт-20ноя,12ч35м,14ч30м,https://www.aviasales.ru/search/LED2210HKT20111 ,2023-05-13 21:17:48,978<-
77579,1005,3103,Аэрофлот,28,Санкт-Петербург-Пхукет,22окт-19ноя,12ч35м,14ч30м,https://www.aviasales.ru/search/LED2210HKT19111 ,2023-05-13 21:18:14,1005<-978<-
93039,1205,3721,Emirates,27,Санкт-Петербург-Пхукет,22окт-18ноя,16ч45м,1д5ч15м,https://www.aviasales.ru/search/LED2210HKT18111 ,2023-05-13 21:18:39,1205<-
82990,1075,3319,,30,Санкт-Петербург-Пхукет,23окт-22ноя,1д3ч35м,24ч30м,https://www.aviasales.ru/search/LED2310HKT22111 ,2023-05-13 21:19:04,1075<-
82990,1075,3319,,29,Санкт-Петербург-Пхукет,23окт-21ноя,1д3ч35м,24ч30м,https://www.aviasales.ru/search/LED2310HKT21111 ,2023-05-13 21:19:30,1075<-
75504,978,3020,Аэрофлот,28,Санкт-Петербург-Пхукет,23окт-20ноя,12ч35м,14ч30м,https://www.aviasales.ru/search/LED2310HKT20111 ,2023-05-13 21:19:55,978<-
77579,1005,3103,Аэрофлот,27,Санкт-Петербург-Пхукет,23окт-19ноя,12ч35м,14ч30м,https://www.aviasales.ru/search/LED2310HKT19111 ,2023-05-13 21:20:21,1005<-978<-
77579,1005,3103,Аэрофлот,30,Санкт-Петербург-Пхукет,24окт-23ноя,12ч35м,14ч30м,https://www.aviasales.ru/search/LED2410HKT23111 ,2023-05-13 21:20:46,1005<-
92246,1195,3689,,29,Санкт-Петербург-Пхукет,24окт-22ноя,1д7ч20м,24ч30м,https://www.aviasales.ru/search/LED2410HKT22111 ,2023-05-13 21:21:11,1195<-
91032,1179,3641,Emirates,28,Санкт-Петербург-Пхукет,24окт-21ноя,16ч45м,1д5ч15м,https://www.aviasales.ru/search/LED2410HKT21111 ,2023-05-13 21:21:39,1179<-
75504,978,3020,Аэрофлот,27,Санкт-Петербург-Пхукет,24окт-20ноя,12ч35м,14ч30м,https://www.aviasales.ru/search/LED2410HKT20111 ,2023-05-13 21:22:04,978<-
91032,1179,3641,Emirates,30,Санкт-Петербург-Пхукет,25окт-24ноя,16ч45м,1д5ч15м,https://www.aviasales.ru/search/LED2510HKT24111 ,2023-05-13 21:22:30,1179<-
77579,1005,3103,Аэрофлот,29,Санкт-Петербург-Пхукет,25окт-23ноя,12ч35м,14ч30м,https://www.aviasales.ru/search/LED2510HKT23111 ,2023-05-13 21:22:55,1005<-978<-
91032,1179,3641,Emirates,28,Санкт-Петербург-Пхукет,25окт-22ноя,16ч45м,1д5ч15м,https://www.aviasales.ru/search/LED2510HKT22111 ,2023-05-13 21:23:20,1179<-
91032,1179,3641,Emirates,27,Санкт-Петербург-Пхукет,25окт-21ноя,16ч45м,1д5ч15м,https://www.aviasales.ru/search/LED2510HKT21111 ,2023-05-13 21:23:46,1179<-1216<-
77509,1004,3100,,30,Санкт-Петербург-Пхукет,26окт-25ноя,18ч55м,24ч30м,https://www.aviasales.ru/search/LED2610HKT25111 ,2023-05-13 21:24:11,1004<-
77509,1004,3100,,29,Санкт-Петербург-Пхукет,26окт-24ноя,18ч55м,24ч30м,https://www.aviasales.ru/search/LED2610HKT24111 ,2023-05-13 21:24:37,1004<-
77509,1004,3100,,28,Санкт-Петербург-Пхукет,26окт-23ноя,18ч55м,24ч30м,https://www.aviasales.ru/search/LED2610HKT23111 ,2023-05-13 21:25:02,1004<-
77509,1004,3100,,27,Санкт-Петербург-Пхукет,26окт-22ноя,18ч55м,24ч30м,https://www.aviasales.ru/search/LED2610HKT22111 ,2023-05-13 21:25:28,1004<-
96572,1251,3862,Emirates,30,Санкт-Петербург-Пхукет,27окт-26ноя,16ч45м,1д5ч15м,https://www.aviasales.ru/search/LED2710HKT26111 ,2023-05-13 21:25:53,1251<-
97068,1258,3882,,29,Санкт-Петербург-Пхукет,27окт-25ноя,23ч40м,24ч30м,https://www.aviasales.ru/search/LED2710HKT25111 ,2023-05-13 21:26:19,1258<-
97068,1258,3882,,28,Санкт-Петербург-Пхукет,27окт-24ноя,23ч40м,24ч30м,https://www.aviasales.ru/search/LED2710HKT24111 ,2023-05-13 21:26:44,1258<-
95504,1237,3820,Аэрофлот,27,Санкт-Петербург-Пхукет,27окт-23ноя,12ч35м,14ч30м,https://www.aviasales.ru/search/LED2710HKT23111 ,2023-05-13 21:27:09,1237<-
59727,774,2389,Аэрофлот,30,Санкт-Петербург-Пхукет,28окт-27ноя,1д9ч40м,14ч30м,https://www.aviasales.ru/search/LED2810HKT27111 ,2023-05-13 21:27:35,774<-775<-800<-
64013,829,2560,Аэрофлот,29,Санкт-Петербург-Пхукет,28окт-26ноя,1д9ч40м,14ч30м,https://www.aviasales.ru/search/LED2810HKT26111 ,2023-05-13 21:28:00,829<-829<-856<-
94686,1227,3787,,28,Санкт-Петербург-Пхукет,28окт-25ноя,1д2ч35м,21ч30м,https://www.aviasales.ru/search/LED2810HKT25111 ,2023-05-13 21:28:25,1227<-
94686,1227,3787,,27,Санкт-Петербург-Пхукет,28окт-24ноя,1д2ч35м,22ч05м,https://www.aviasales.ru/search/LED2810HKT24111 ,2023-05-13 21:28:51,1227<-
88066,1141,3522,Аэрофлот,30,Санкт-Петербург-Пхукет,29окт-28ноя,18ч55м,13ч55м,https://www.aviasales.ru/search/LED2910HKT28111 ,2023-05-13 21:29:16,1141<-1116<-1167<-
59727,774,2389,Аэрофлот,29,Санкт-Петербург-Пхукет,29окт-27ноя,18ч55м,14ч30м,https://www.aviasales.ru/search/LED2910HKT27111 ,2023-05-13 21:29:41,774<-775<-800<-
64013,829,2560,Аэрофлот,28,Санкт-Петербург-Пхукет,29окт-26ноя,18ч55м,14ч30м,https://www.aviasales.ru/search/LED2910HKT26111 ,2023-05-13 21:30:07,829<-829<-856<-
94056,1218,3762,,27,Санкт-Петербург-Пхукет,29окт-25ноя,18ч55м,24ч30м,https://www.aviasales.ru/search/LED2910HKT25111 ,2023-05-13 21:30:32,1218<-
85991,1114,3439,Аэрофлот,30,Санкт-Петербург-Пхукет,30окт-29ноя,16ч15м,13ч55м,https://www.aviasales.ru/search/LED3010HKT29111 ,2023-05-13 21:30:57,1114<-1090<-1125<-
85991,1114,3439,Аэрофлот,29,Санкт-Петербург-Пхукет,30окт-28ноя,16ч15м,13ч55м,https://www.aviasales.ru/search/LED3010HKT28111 ,2023-05-13 21:31:23,1114<-1090<-1125<-
57652,747,2306,Аэрофлот,28,Санкт-Петербург-Пхукет,30окт-27ноя,16ч15м,14ч30м,https://www.aviasales.ru/search/LED3010HKT27111 ,2023-05-13 21:31:48,747<-748<-772<-
61802,800,2472,Аэрофлот,27,Санкт-Петербург-Пхукет,30окт-26ноя,16ч15м,14ч30м,https://www.aviasales.ru/search/LED3010HKT26111 ,2023-05-13 21:32:13,800<-802<-828<-
95504,1237,3820,Аэрофлот,30,Санкт-Петербург-Пхукет,31окт-30ноя,13ч05м,14ч30м,https://www.aviasales.ru/search/LED3110HKT30111 ,2023-05-13 21:32:39,1237<-
97344,1261,3893,,29,Санкт-Петербург-Пхукет,31окт-29ноя,1д10ч10м,24ч45м,https://www.aviasales.ru/search/LED3110HKT29111 ,2023-05-13 21:33:04,1261<-1261<-1290<-
91066,1180,3642,,28,Санкт-Петербург-Пхукет,31окт-28ноя,1д10ч10м,24ч30м,https://www.aviasales.ru/search/LED3110HKT28111 ,2023-05-13 21:33:30,1180<-1182<-1210<-
91066,1180,3642,,27,Санкт-Петербург-Пхукет,31окт-27ноя,1д10ч10м,24ч30м,https://www.aviasales.ru/search/LED3110HKT27111 ,2023-05-13 21:33:55,1180<-
103113,1336,4124,,30,Санкт-Петербург-Пхукет,1ноя-1дек,1д20ч30м,1д6ч15м,https://www.aviasales.ru/search/LED0111HKT01121 ,2023-05-13 21:34:21,1336<-
95504,1237,3820,Аэрофлот,29,Санкт-Петербург-Пхукет,1ноя-30ноя,12ч30м,14ч30м,https://www.aviasales.ru/search/LED0111HKT30111 ,2023-05-13 21:34:46,1237<-
98615,1278,3944,,28,Санкт-Петербург-Пхукет,1ноя-29ноя,22ч40м,24ч45м,https://www.aviasales.ru/search/LED0111HKT29111 ,2023-05-13 21:35:11,1278<-1278<-1307<-
92337,1196,3693,,27,Санкт-Петербург-Пхукет,1ноя-28ноя,22ч40м,24ч30м,https://www.aviasales.ru/search/LED0111HKT28111 ,2023-05-13 21:35:37,1196<-1198<-1227<-
92337,1196,3693,,30,Санкт-Петербург-Пхукет,2ноя-2дек,17ч45м,24ч30м,https://www.aviasales.ru/search/LED0211HKT02121 ,2023-05-13 21:36:02,1196<-1196<-
97648,1265,3905,,29,Санкт-Петербург-Пхукет,2ноя-1дек,16ч05м,1д2ч50м,https://www.aviasales.ru/search/LED0211HKT01121 ,2023-05-13 21:36:28,1265<-
61802,800,2472,Аэрофлот,28,Санкт-Петербург-Пхукет,2ноя-30ноя,16ч15м,14ч30м,https://www.aviasales.ru/search/LED0211HKT30111 ,2023-05-13 21:36:53,800<-802<-828<-
88066,1141,3522,Аэрофлот,27,Санкт-Петербург-Пхукет,2ноя-29ноя,16ч15м,13ч55м,https://www.aviasales.ru/search/LED0211HKT29111 ,2023-05-13 21:37:18,1141<-1116<-1167<-
93429,1210,3737,Аэрофлот,30,Санкт-Петербург-Пхукет,3ноя-3дек,13ч05м,14ч30м,https://www.aviasales.ru/search/LED0311HKT03121 ,2023-05-13 21:37:44,1210<-
92961,1204,3718,,29,Санкт-Петербург-Пхукет,3ноя-2дек,1д10ч10м,24ч30м,https://www.aviasales.ru/search/LED0311HKT02121 ,2023-05-13 21:38:09,1204<-
93039,1205,3721,Emirates,28,Санкт-Петербург-Пхукет,3ноя-1дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED0311HKT01121 ,2023-05-13 21:38:35,1205<-
93039,1205,3721,Emirates,27,Санкт-Петербург-Пхукет,3ноя-30ноя,16ч05м,1д5ч15м,https://www.aviasales.ru/search/LED0311HKT30111 ,2023-05-13 21:39:00,1205<-1245<-
89886,1164,3595,Emirates,30,Санкт-Петербург-Пхукет,4ноя-4дек,16ч05м,1д5ч15м,https://www.aviasales.ru/search/LED0411HKT04121 ,2023-05-13 21:39:26,1164<-
91890,1190,3675,Emirates,29,Санкт-Петербург-Пхукет,4ноя-3дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED0411HKT03121 ,2023-05-13 21:39:51,1190<-1190<-1230<-
91890,1190,3675,Emirates,28,Санкт-Петербург-Пхукет,4ноя-2дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED0411HKT02121 ,2023-05-13 21:40:16,1190<-1230<-
99646,1291,3985,,27,Санкт-Петербург-Пхукет,4ноя-1дек,16ч05м,1д2ч50м,https://www.aviasales.ru/search/LED0411HKT01121 ,2023-05-13 21:40:42,1291<-
85991,1114,3439,Аэрофлот,30,Санкт-Петербург-Пхукет,5ноя-5дек,18ч55м,13ч55м,https://www.aviasales.ru/search/LED0511HKT05121 ,2023-05-13 21:41:07,1114<-
57652,747,2306,Аэрофлот,29,Санкт-Петербург-Пхукет,5ноя-4дек,18ч55м,14ч30м,https://www.aviasales.ru/search/LED0511HKT04121 ,2023-05-13 21:41:33,747<-748<-772<-
57652,747,2306,Аэрофлот,28,Санкт-Петербург-Пхукет,5ноя-3дек,18ч55м,14ч30м,https://www.aviasales.ru/search/LED0511HKT03121 ,2023-05-13 21:41:58,747<-748<-772<-
86452,1120,3458,Emirates,27,Санкт-Петербург-Пхукет,5ноя-2дек,1д8ч45м,15ч30м,https://www.aviasales.ru/search/LED0511HKT02121 ,2023-05-13 21:42:24,1120<-1117<-
85991,1114,3439,Аэрофлот,30,Санкт-Петербург-Пхукет,6ноя-6дек,16ч15м,13ч55м,https://www.aviasales.ru/search/LED0611HKT06121 ,2023-05-13 21:42:49,1114<-1090<-
85991,1114,3439,Аэрофлот,29,Санкт-Петербург-Пхукет,6ноя-5дек,16ч15м,13ч55м,https://www.aviasales.ru/search/LED0611HKT05121 ,2023-05-13 21:43:15,1114<-1090<-1125<-
57652,747,2306,Аэрофлот,28,Санкт-Петербург-Пхукет,6ноя-4дек,16ч15м,14ч30м,https://www.aviasales.ru/search/LED0611HKT04121 ,2023-05-13 21:43:40,747<-748<-
57652,747,2306,Аэрофлот,27,Санкт-Петербург-Пхукет,6ноя-3дек,16ч15м,14ч30м,https://www.aviasales.ru/search/LED0611HKT03121 ,2023-05-13 21:44:08,747<-748<-772<-
75504,978,3020,Аэрофлот,30,Санкт-Петербург-Пхукет,7ноя-7дек,12ч15м,14ч30м,https://www.aviasales.ru/search/LED0711HKT07121 ,2023-05-13 21:44:34,978<-
84020,1088,3360,Emirates,29,Санкт-Петербург-Пхукет,7ноя-6дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED0711HKT06121 ,2023-05-13 21:44:59,1088<-1124<-
84020,1088,3360,Emirates,28,Санкт-Петербург-Пхукет,7ноя-5дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED0711HKT05121 ,2023-05-13 21:45:25,1088<-1088<-1124<-
75504,978,3020,Аэрофлот,27,Санкт-Петербург-Пхукет,7ноя-4дек,13ч05м,14ч30м,https://www.aviasales.ru/search/LED0711HKT04121 ,2023-05-13 21:45:51,978<-
84020,1088,3360,Emirates,30,Санкт-Петербург-Пхукет,8ноя-8дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED0811HKT08121 ,2023-05-13 21:46:17,1088<-1088<-1124<-
75504,978,3020,Аэрофлот,29,Санкт-Петербург-Пхукет,8ноя-7дек,12ч30м,14ч30м,https://www.aviasales.ru/search/LED0811HKT07121 ,2023-05-13 21:46:42,978<-
84031,1089,3361,Emirates,28,Санкт-Петербург-Пхукет,8ноя-6дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED0811HKT06121 ,2023-05-13 21:47:08,1089<-1088<-
84031,1089,3361,Emirates,27,Санкт-Петербург-Пхукет,8ноя-5дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED0811HKT05121 ,2023-05-13 21:47:34,1089<-1088<-1124<-
89886,1164,3595,Emirates,30,Санкт-Петербург-Пхукет,9ноя-9дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED0911HKT09121 ,2023-05-13 21:48:00,1164<-1161<-1154<-
85667,1110,3426,,29,Санкт-Петербург-Пхукет,9ноя-8дек,1д14ч05м,24ч30м,https://www.aviasales.ru/search/LED0911HKT08121 ,2023-05-13 21:48:27,1110<-
59727,774,2389,Аэрофлот,28,Санкт-Петербург-Пхукет,9ноя-7дек,16ч15м,14ч30м,https://www.aviasales.ru/search/LED0911HKT07121 ,2023-05-13 21:48:55,774<-775<-800<-
85667,1110,3426,,27,Санкт-Петербург-Пхукет,9ноя-6дек,1д14ч05м,24ч30м,https://www.aviasales.ru/search/LED0911HKT06121 ,2023-05-13 21:49:21,1110<-
93429,1210,3737,Аэрофлот,30,Санкт-Петербург-Пхукет,10ноя-10дек,13ч05м,14ч30м,https://www.aviasales.ru/search/LED1011HKT10121 ,2023-05-13 21:49:47,1210<-
94024,1218,3760,,29,Санкт-Петербург-Пхукет,10ноя-9дек,22ч15м,24ч45м,https://www.aviasales.ru/search/LED1011HKT09121 ,2023-05-13 21:50:13,1218<-1247<-
88161,1142,3526,,28,Санкт-Петербург-Пхукет,10ноя-8дек,22ч15м,22ч05м,https://www.aviasales.ru/search/LED1011HKT08121 ,2023-05-13 21:50:38,1142<-
88161,1142,3526,,27,Санкт-Петербург-Пхукет,10ноя-7дек,22ч15м,22ч05м,https://www.aviasales.ru/search/LED1011HKT07121 ,2023-05-13 21:51:04,1142<-
86239,1117,3449,Emirates,30,Санкт-Петербург-Пхукет,11ноя-11дек,16ч05м,1д5ч15м,https://www.aviasales.ru/search/LED1111HKT11121 ,2023-05-13 21:51:30,1117<-
88447,1146,3537,Emirates,29,Санкт-Петербург-Пхукет,11ноя-10дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED1111HKT10121 ,2023-05-13 21:51:56,1146<-1145<-1184<-
88447,1146,3537,Emirates,28,Санкт-Петербург-Пхукет,11ноя-9дек,16ч05м,1д5ч15м,https://www.aviasales.ru/search/LED1111HKT09121 ,2023-05-13 21:52:22,1146<-
88798,1150,3551,,27,Санкт-Петербург-Пхукет,11ноя-8дек,23ч10м,24ч30м,https://www.aviasales.ru/search/LED1111HKT08121 ,2023-05-13 21:52:47,1150<-
85991,1114,3439,Аэрофлот,30,Санкт-Петербург-Пхукет,12ноя-12дек,18ч55м,13ч55м,https://www.aviasales.ru/search/LED1211HKT12121 ,2023-05-13 21:53:13,1114<-1090<-1125<-
57652,747,2306,Аэрофлот,29,Санкт-Петербург-Пхукет,12ноя-11дек,18ч55м,14ч30м,https://www.aviasales.ru/search/LED1211HKT11121 ,2023-05-13 21:53:39,747<-748<-772<-
57652,747,2306,Аэрофлот,28,Санкт-Петербург-Пхукет,12ноя-10дек,18ч55м,14ч30м,https://www.aviasales.ru/search/LED1211HKT10121 ,2023-05-13 21:54:05,747<-748<-772<-
93661,1213,3746,,27,Санкт-Петербург-Пхукет,12ноя-9дек,22ч40м,24ч45м,https://www.aviasales.ru/search/LED1211HKT09121 ,2023-05-13 21:54:31,1213<-1220<-
83916,1087,3356,Аэрофлот,30,Санкт-Петербург-Пхукет,13ноя-13дек,16ч15м,13ч55м,https://www.aviasales.ru/search/LED1311HKT13121 ,2023-05-13 21:54:57,1087<-1063<-1097<-
83916,1087,3356,Аэрофлот,29,Санкт-Петербург-Пхукет,13ноя-12дек,16ч15м,13ч55м,https://www.aviasales.ru/search/LED1311HKT12121 ,2023-05-13 21:55:25,1087<-1063<-1097<-
55577,720,2223,Аэрофлот,28,Санкт-Петербург-Пхукет,13ноя-11дек,16ч15м,14ч30м,https://www.aviasales.ru/search/LED1311HKT11121 ,2023-05-13 21:55:51,720<-721<-745<-
55577,720,2223,Аэрофлот,27,Санкт-Петербург-Пхукет,13ноя-10дек,16ч15м,14ч30м,https://www.aviasales.ru/search/LED1311HKT10121 ,2023-05-13 21:56:16,720<-721<-745<-
75504,978,3020,Аэрофлот,30,Санкт-Петербург-Пхукет,14ноя-14дек,13ч05м,14ч30м,https://www.aviasales.ru/search/LED1411HKT14121 ,2023-05-13 21:56:42,978<-
84020,1088,3360,Emirates,29,Санкт-Петербург-Пхукет,14ноя-13дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED1411HKT13121 ,2023-05-13 21:57:08,1088<-
90567,1173,3622,,28,Санкт-Петербург-Пхукет,14ноя-12дек,16ч05м,1д2ч50м,https://www.aviasales.ru/search/LED1411HKT12121 ,2023-05-13 21:57:34,1173<-
75504,978,3020,Аэрофлот,27,Санкт-Петербург-Пхукет,14ноя-11дек,13ч05м,14ч30м,https://www.aviasales.ru/search/LED1411HKT11121 ,2023-05-13 21:58:00,978<-
84020,1088,3360,Emirates,30,Санкт-Петербург-Пхукет,15ноя-15дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED1511HKT15121 ,2023-05-13 21:58:27,1088<-1088<-1124<-
75504,978,3020,Аэрофлот,29,Санкт-Петербург-Пхукет,15ноя-14дек,12ч30м,14ч30м,https://www.aviasales.ru/search/LED1511HKT14121 ,2023-05-13 21:58:53,978<-
84020,1088,3360,Emirates,28,Санкт-Петербург-Пхукет,15ноя-13дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED1511HKT13121 ,2023-05-13 21:59:21,1088<-1088<-1124<-
84020,1088,3360,Emirates,27,Санкт-Петербург-Пхукет,15ноя-12дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED1511HKT12121 ,2023-05-13 21:59:47,1088<-1124<-
89886,1164,3595,Emirates,30,Санкт-Петербург-Пхукет,16ноя-16дек,16ч05м,1д5ч15м,https://www.aviasales.ru/search/LED1611HKT16121 ,2023-05-13 22:00:13,1164<-
94303,1222,3772,,29,Санкт-Петербург-Пхукет,16ноя-15дек,16ч05м,1д2ч50м,https://www.aviasales.ru/search/LED1611HKT15121 ,2023-05-13 22:00:41,1222<-1221<-
57652,747,2306,Аэрофлот,28,Санкт-Петербург-Пхукет,16ноя-14дек,16ч15м,14ч30м,https://www.aviasales.ru/search/LED1611HKT14121 ,2023-05-13 22:01:06,747<-748<-772<-
85991,1114,3439,Аэрофлот,27,Санкт-Петербург-Пхукет,16ноя-13дек,16ч15м,13ч55м,https://www.aviasales.ru/search/LED1611HKT13121 ,2023-05-13 22:01:32,1114<-1090<-1125<-
88447,1146,3537,Emirates,30,Санкт-Петербург-Пхукет,17ноя-17дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED1711HKT17121 ,2023-05-13 22:01:58,1146<-1190<-1230<-
94592,1225,3783,,29,Санкт-Петербург-Пхукет,17ноя-16дек,22ч15м,24ч45м,https://www.aviasales.ru/search/LED1711HKT16121 ,2023-05-13 22:02:24,1225<-
96503,1250,3860,,28,Санкт-Петербург-Пхукет,17ноя-15дек,16ч05м,1д2ч50м,https://www.aviasales.ru/search/LED1711HKT15121 ,2023-05-13 22:02:50,1250<-1250<-
89886,1164,3595,Emirates,27,Санкт-Петербург-Пхукет,17ноя-14дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED1711HKT14121 ,2023-05-13 22:03:15,1164<-1161<-1200<-
93039,1205,3721,Emirates,30,Санкт-Петербург-Пхукет,18ноя-18дек,16ч05м,1д5ч15м,https://www.aviasales.ru/search/LED1811HKT18121 ,2023-05-13 22:03:43,1205<-
95247,1234,3809,Emirates,29,Санкт-Петербург-Пхукет,18ноя-17дек,16ч05м,1д5ч15м,https://www.aviasales.ru/search/LED1811HKT17121 ,2023-05-13 22:04:09,1234<-
94024,1218,3760,,28,Санкт-Петербург-Пхукет,18ноя-16дек,22ч15м,24ч45м,https://www.aviasales.ru/search/LED1811HKT16121 ,2023-05-13 22:04:35,1218<-1228<-
98501,1276,3940,,27,Санкт-Петербург-Пхукет,18ноя-15дек,22ч40м,1д4ч55м,https://www.aviasales.ru/search/LED1811HKT15121 ,2023-05-13 22:05:00,1276<-
85991,1114,3439,Аэрофлот,30,Санкт-Петербург-Пхукет,19ноя-19дек,18ч55м,13ч55м,https://www.aviasales.ru/search/LED1911HKT19121 ,2023-05-13 22:05:26,1114<-1090<-1125<-
57652,747,2306,Аэрофлот,29,Санкт-Петербург-Пхукет,19ноя-18дек,18ч55м,14ч30м,https://www.aviasales.ru/search/LED1911HKT18121 ,2023-05-13 22:05:52,747<-748<-772<-
59727,774,2389,Аэрофлот,28,Санкт-Петербург-Пхукет,19ноя-17дек,18ч55м,14ч30м,https://www.aviasales.ru/search/LED1911HKT17121 ,2023-05-13 22:06:18,774<-775<-800<-
86483,1120,3459,,27,Санкт-Петербург-Пхукет,19ноя-16дек,1д2ч45м,24ч45м,https://www.aviasales.ru/search/LED1911HKT16121 ,2023-05-13 22:06:44,1120<-
84020,1088,3360,Emirates,30,Санкт-Петербург-Пхукет,20ноя-20дек,16ч05м,15ч30м,https://www.aviasales.ru/search/LED2011HKT20121 ,2023-05-13 22:07:09,1088<-1088<-1124<-
83916,1087,3356,Аэрофлот,29,Санкт-Петербург-Пхукет,20ноя-19дек,16ч15м,13ч55м,https://www.aviasales.ru/search/LED2011HKT19121 ,2023-05-13 22:07:37,1087<-1063<-1097<-
55577,720,2223,Аэрофлот,28,Санкт-Петербург-Пхукет,20ноя-18дек,16ч15м,14ч30м,https://www.aviasales.ru/search/LED2011HKT18121 ,2023-05-13 22:08:03,720<-721<-745<-
57652,747,2306,Аэрофлот,27,Санкт-Петербург-Пхукет,20ноя-17дек,16ч15м,14ч30м,https://www.aviasales.ru/search/LED2011HKT17121 ,2023-05-13 22:08:29,747<-748<-772<-
75504,978,3020,Аэрофлот,30,Санкт-Петербург-Пхукет,21ноя-21дек,12ч15м,14ч30м,https://www.aviasales.ru/search/LED2111HKT21121 ,2023-05-13 22:08:55,978<-
84020,1088,3360,Emirates,29,Санкт-Петербург-Пхукет,21ноя-20дек,16ч05м,1д5ч15м,https://www.aviasales.ru/search/LED2111HKT20121 ,2023-05-13 22:09:20,1088<-
89434,1159,3577,,28,Санкт-Петербург-Пхукет,21ноя-19дек,1д4ч55м,1д1ч05м,https://www.aviasales.ru/search/LED2111HKT19121 ,2023-05-13 22:09:46,1159<-
75504,978,3020,Аэрофлот,27,Санкт-Петербург-Пхукет,21ноя-18дек,13ч05м,14ч30м,https://www.aviasales.ru/search/LED2111HKT18121 ,2023-05-13 22:10:14,978<-
