Цена(RUB),Цена(USD),Цена(BYN),Бренд,Дней,Откуда-куда,Когда,Длител1,Длител2,Ссылка,Время проверки,История цен(USD)
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,9окт-8ноя,18ч30м,23ч10м,https://www.aviasales.ru/search/LED0910BKK08111 ,2023-05-13 14:04:39,936<-953<-
66359,860,2654,Аэрофлот,29,Санкт-Петербург-Бангкок,9окт-7ноя,12ч45м,20ч35м,https://www.aviasales.ru/search/LED0910BKK07111 ,2023-05-13 14:05:05,860<-877<-891<-
64735,838,2589,S7Airlines,28,Санкт-Петербург-Бангкок,9окт-6ноя,18ч30м,23ч10м,https://www.aviasales.ru/search/LED0910BKK06111 ,2023-05-13 14:05:30,838<-853<-866<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,9окт-5ноя,18ч30м,1д3ч10м,https://www.aviasales.ru/search/LED0910BKK05111 ,2023-05-13 14:05:56,838<-853<-866<-
83130,1077,3325,,30,Санкт-Петербург-Бангкок,10окт-9ноя,1д10ч55м,1д13ч35м,https://www.aviasales.ru/search/LED1010BKK09111 ,2023-05-13 14:06:21,1077<-
83327,1079,3333,Аэрофлот,29,Санкт-Петербург-Бангкок,10окт-8ноя,12ч45м,13ч15м,https://www.aviasales.ru/search/LED1010BKK08111 ,2023-05-13 14:06:46,1079<-
66359,860,2654,Аэрофлот,28,Санкт-Петербург-Бангкок,10окт-7ноя,12ч45м,20ч35м,https://www.aviasales.ru/search/LED1010BKK07111 ,2023-05-13 14:07:12,860<-877<-891<-
87934,1139,3517,,27,Санкт-Петербург-Бангкок,10окт-6ноя,22ч55м,1д1ч35м,https://www.aviasales.ru/search/LED1010BKK06111 ,2023-05-13 14:07:37,1139<-
66359,860,2654,Аэрофлот,30,Санкт-Петербург-Бангкок,11окт-10ноя,12ч45м,20ч35м,https://www.aviasales.ru/search/LED1110BKK10111 ,2023-05-13 14:08:03,860<-877<-
72290,936,2891,S7Airlines,29,Санкт-Петербург-Бангкок,11окт-9ноя,23ч30м,1д8ч15м,https://www.aviasales.ru/search/LED1110BKK09111 ,2023-05-13 14:08:28,936<-968<-
64735,838,2589,S7Airlines,28,Санкт-Петербург-Бангкок,11окт-8ноя,23ч30м,23ч10м,https://www.aviasales.ru/search/LED1110BKK08111 ,2023-05-13 14:08:53,838<-853<-866<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,11окт-7ноя,23ч30м,1д4ч15м,https://www.aviasales.ru/search/LED1110BKK07111 ,2023-05-13 14:09:19,838<-853<-866<-
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,12окт-11ноя,17ч35м,23ч10м,https://www.aviasales.ru/search/LED1210BKK11111 ,2023-05-13 14:09:44,936<-953<-968<-
66359,860,2654,Аэрофлот,29,Санкт-Петербург-Бангкок,12окт-10ноя,12ч45м,20ч35м,https://www.aviasales.ru/search/LED1210BKK10111 ,2023-05-13 14:10:09,860<-877<-891<-
64735,838,2589,S7Airlines,28,Санкт-Петербург-Бангкок,12окт-9ноя,17ч35м,1д8ч15м,https://www.aviasales.ru/search/LED1210BKK09111 ,2023-05-13 14:10:34,838<-853<-866<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,12окт-8ноя,17ч35м,23ч10м,https://www.aviasales.ru/search/LED1210BKK08111 ,2023-05-13 14:11:00,838<-853<-866<-
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,13окт-12ноя,19ч35м,1д3ч10м,https://www.aviasales.ru/search/LED1310BKK12111 ,2023-05-13 14:11:25,936<-953<-968<-
72290,936,2891,S7Airlines,29,Санкт-Петербург-Бангкок,13окт-11ноя,19ч35м,23ч10м,https://www.aviasales.ru/search/LED1310BKK11111 ,2023-05-13 14:11:51,936<-953<-968<-
69715,903,2788,S7Airlines,28,Санкт-Петербург-Бангкок,13окт-10ноя,19ч35м,23ч10м,https://www.aviasales.ru/search/LED1310BKK10111 ,2023-05-13 14:12:18,903<-919<-933<-
69715,903,2788,S7Airlines,27,Санкт-Петербург-Бангкок,13окт-9ноя,19ч35м,1д8ч15м,https://www.aviasales.ru/search/LED1310BKK09111 ,2023-05-13 14:12:43,903<-919<-933<-
87122,1129,3484,Emirates,30,Санкт-Петербург-Бангкок,14окт-13ноя,1д4ч45м,23ч40м,https://www.aviasales.ru/search/LED1410BKK13111 ,2023-05-13 14:13:09,1129<-
89197,1156,3567,,29,Санкт-Петербург-Бангкок,14окт-12ноя,1д9ч25м,1д3ч10м,https://www.aviasales.ru/search/LED1410BKK12111 ,2023-05-13 14:13:34,1156<-1184<-
72709,942,2908,,28,Санкт-Петербург-Бангкок,14окт-11ноя,1д17ч20м,19ч20м,https://www.aviasales.ru/search/LED1410BKK11111 ,2023-05-13 14:14:00,942<-956<-
77026,998,3081,Аэрофлот,27,Санкт-Петербург-Бангкок,14окт-10ноя,12ч45м,20ч35м,https://www.aviasales.ru/search/LED1410BKK10111 ,2023-05-13 14:14:25,998<-1001<-
77026,998,3081,Аэрофлот,30,Санкт-Петербург-Бангкок,15окт-14ноя,12ч45м,20ч35м,https://www.aviasales.ru/search/LED1510BKK14111 ,2023-05-13 14:14:50,998<-1001<-
90476,1172,3619,,29,Санкт-Петербург-Бангкок,15окт-13ноя,1д8ч55м,1д13ч45м,https://www.aviasales.ru/search/LED1510BKK13111 ,2023-05-13 14:15:16,1172<-
87122,1129,3484,Emirates,28,Санкт-Петербург-Бангкок,15окт-12ноя,15ч05м,15ч15м,https://www.aviasales.ru/search/LED1510BKK12111 ,2023-05-13 14:15:41,1129<-1148<-1166<-
73377,950,2935,,27,Санкт-Петербург-Бангкок,15окт-11ноя,1д23ч20м,19ч20м,https://www.aviasales.ru/search/LED1510BKK11111 ,2023-05-13 14:16:06,950<-964<-980<-
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,16окт-15ноя,18ч30м,23ч10м,https://www.aviasales.ru/search/LED1610BKK15111 ,2023-05-13 14:16:32,936<-953<-968<-
66359,860,2654,Аэрофлот,29,Санкт-Петербург-Бангкок,16окт-14ноя,12ч45м,20ч35м,https://www.aviasales.ru/search/LED1610BKK14111 ,2023-05-13 14:16:57,860<-877<-891<-
64735,838,2589,S7Airlines,28,Санкт-Петербург-Бангкок,16окт-13ноя,18ч30м,23ч10м,https://www.aviasales.ru/search/LED1610BKK13111 ,2023-05-13 14:17:22,838<-853<-866<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,16окт-12ноя,18ч30м,1д3ч10м,https://www.aviasales.ru/search/LED1610BKK12111 ,2023-05-13 14:17:47,838<-853<-866<-
83327,1079,3333,Аэрофлот,30,Санкт-Петербург-Бангкок,17окт-16ноя,12ч45м,13ч30м,https://www.aviasales.ru/search/LED1710BKK16111 ,2023-05-13 14:18:13,1079<-
83575,1083,3343,Аэрофлот,29,Санкт-Петербург-Бангкок,17окт-15ноя,12ч45м,13ч15м,https://www.aviasales.ru/search/LED1710BKK15111 ,2023-05-13 14:18:38,1083<-
66359,860,2654,Аэрофлот,28,Санкт-Петербург-Бангкок,17окт-14ноя,12ч45м,20ч35м,https://www.aviasales.ru/search/LED1710BKK14111 ,2023-05-13 14:19:04,860<-877<-891<-
83327,1079,3333,Аэрофлот,27,Санкт-Петербург-Бангкок,17окт-13ноя,12ч45м,13ч15м,https://www.aviasales.ru/search/LED1710BKK13111 ,2023-05-13 14:19:29,1079<-
66359,860,2654,Аэрофлот,30,Санкт-Петербург-Бангкок,18окт-17ноя,12ч45м,20ч35м,https://www.aviasales.ru/search/LED1810BKK17111 ,2023-05-13 14:19:54,860<-877<-891<-
72290,936,2891,S7Airlines,29,Санкт-Петербург-Бангкок,18окт-16ноя,23ч30м,1д8ч15м,https://www.aviasales.ru/search/LED1810BKK16111 ,2023-05-13 14:20:20,936<-968<-
64735,838,2589,S7Airlines,28,Санкт-Петербург-Бангкок,18окт-15ноя,23ч30м,23ч10м,https://www.aviasales.ru/search/LED1810BKK15111 ,2023-05-13 14:20:45,838<-853<-866<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,18окт-14ноя,23ч30м,1д4ч15м,https://www.aviasales.ru/search/LED1810BKK14111 ,2023-05-13 14:21:11,838<-853<-866<-
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,19окт-18ноя,17ч35м,23ч10м,https://www.aviasales.ru/search/LED1910BKK18111 ,2023-05-13 14:21:36,936<-953<-968<-
66359,860,2654,Аэрофлот,29,Санкт-Петербург-Бангкок,19окт-17ноя,12ч45м,20ч35м,https://www.aviasales.ru/search/LED1910BKK17111 ,2023-05-13 14:22:02,860<-877<-891<-
64735,838,2589,S7Airlines,28,Санкт-Петербург-Бангкок,19окт-16ноя,17ч35м,1д8ч15м,https://www.aviasales.ru/search/LED1910BKK16111 ,2023-05-13 14:22:29,838<-853<-866<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,19окт-15ноя,17ч35м,23ч10м,https://www.aviasales.ru/search/LED1910BKK15111 ,2023-05-13 14:22:54,838<-853<-866<-
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,20окт-19ноя,19ч35м,1д3ч10м,https://www.aviasales.ru/search/LED2010BKK19111 ,2023-05-13 14:23:19,936<-953<-968<-
72290,936,2891,S7Airlines,29,Санкт-Петербург-Бангкок,20окт-18ноя,19ч35м,23ч10м,https://www.aviasales.ru/search/LED2010BKK18111 ,2023-05-13 14:23:45,936<-968<-
64735,838,2589,S7Airlines,28,Санкт-Петербург-Бангкок,20окт-17ноя,19ч35м,23ч10м,https://www.aviasales.ru/search/LED2010BKK17111 ,2023-05-13 14:24:10,838<-853<-866<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,20окт-16ноя,19ч35м,1д8ч15м,https://www.aviasales.ru/search/LED2010BKK16111 ,2023-05-13 14:24:35,838<-853<-866<-
86325,1118,3453,TurkishAirlines,30,Санкт-Петербург-Бангкок,21окт-20ноя,1д1ч15м,1д6ч20м,https://www.aviasales.ru/search/LED2110BKK20111 ,2023-05-13 14:25:01,1118<-
89197,1156,3567,,29,Санкт-Петербург-Бангкок,21окт-19ноя,1д9ч25м,1д3ч10м,https://www.aviasales.ru/search/LED2110BKK19111 ,2023-05-13 14:25:26,1156<-1184<-
89197,1156,3567,,28,Санкт-Петербург-Бангкок,21окт-18ноя,1д9ч25м,23ч10м,https://www.aviasales.ru/search/LED2110BKK18111 ,2023-05-13 14:25:51,1156<-1184<-
77026,998,3081,Аэрофлот,27,Санкт-Петербург-Бангкок,21окт-17ноя,12ч45м,20ч35м,https://www.aviasales.ru/search/LED2110BKK17111 ,2023-05-13 14:26:17,998<-1001<-
79101,1025,3164,Аэрофлот,30,Санкт-Петербург-Бангкок,22окт-21ноя,12ч45м,20ч35м,https://www.aviasales.ru/search/LED2210BKK21111 ,2023-05-13 14:26:42,1025<-1017<-1029<-
91447,1185,3657,Emirates,29,Санкт-Петербург-Бангкок,22окт-20ноя,15ч05м,1д4ч10м,https://www.aviasales.ru/search/LED2210BKK20111 ,2023-05-13 14:27:07,1185<-
91625,1187,3665,Аэрофлот,28,Санкт-Петербург-Бангкок,22окт-19ноя,12ч45м,13ч30м,https://www.aviasales.ru/search/LED2210BKK19111 ,2023-05-13 14:27:33,1187<-1218<-
73377,950,2935,,27,Санкт-Петербург-Бангкок,22окт-18ноя,1д23ч20м,19ч20м,https://www.aviasales.ru/search/LED2210BKK18111 ,2023-05-13 14:28:00,950<-964<-980<-
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,23окт-22ноя,18ч30м,23ч10м,https://www.aviasales.ru/search/LED2310BKK22111 ,2023-05-13 14:28:25,936<-953<-967<-
68544,888,2741,Аэрофлот,29,Санкт-Петербург-Бангкок,23окт-21ноя,12ч45м,20ч35м,https://www.aviasales.ru/search/LED2310BKK21111 ,2023-05-13 14:28:51,888<-904<-918<-
64735,838,2589,S7Airlines,28,Санкт-Петербург-Бангкок,23окт-20ноя,18ч30м,23ч10м,https://www.aviasales.ru/search/LED2310BKK20111 ,2023-05-13 14:29:16,838<-853<-866<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,23окт-19ноя,18ч30м,1д3ч10м,https://www.aviasales.ru/search/LED2310BKK19111 ,2023-05-13 14:29:42,838<-853<-866<-
83327,1079,3333,Аэрофлот,30,Санкт-Петербург-Бангкок,24окт-23ноя,12ч45м,13ч30м,https://www.aviasales.ru/search/LED2410BKK23111 ,2023-05-13 14:30:07,1079<-
83327,1079,3333,Аэрофлот,29,Санкт-Петербург-Бангкок,24окт-22ноя,12ч45м,13ч15м,https://www.aviasales.ru/search/LED2410BKK22111 ,2023-05-13 14:30:32,1079<-
68544,888,2741,Аэрофлот,28,Санкт-Петербург-Бангкок,24окт-21ноя,12ч45м,20ч35м,https://www.aviasales.ru/search/LED2410BKK21111 ,2023-05-13 14:30:58,888<-904<-918<-
83327,1079,3333,Аэрофлот,27,Санкт-Петербург-Бангкок,24окт-20ноя,12ч45м,13ч15м,https://www.aviasales.ru/search/LED2410BKK20111 ,2023-05-13 14:31:23,1079<-
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,25окт-24ноя,23ч30м,23ч10м,https://www.aviasales.ru/search/LED2510BKK24111 ,2023-05-13 14:31:48,936<-953<-
72290,936,2891,S7Airlines,29,Санкт-Петербург-Бангкок,25окт-23ноя,23ч30м,1д8ч15м,https://www.aviasales.ru/search/LED2510BKK23111 ,2023-05-13 14:32:14,936<-
69715,903,2788,S7Airlines,28,Санкт-Петербург-Бангкок,25окт-22ноя,23ч30м,23ч10м,https://www.aviasales.ru/search/LED2510BKK22111 ,2023-05-13 14:32:41,903<-919<-933<-
69715,903,2788,S7Airlines,27,Санкт-Петербург-Бангкок,25окт-21ноя,23ч30м,1д4ч15м,https://www.aviasales.ru/search/LED2510BKK21111 ,2023-05-13 14:33:07,903<-919<-933<-
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,26окт-25ноя,17ч35м,23ч10м,https://www.aviasales.ru/search/LED2610BKK25111 ,2023-05-13 14:33:32,936<-953<-967<-
72290,936,2891,S7Airlines,29,Санкт-Петербург-Бангкок,26окт-24ноя,17ч35м,23ч10м,https://www.aviasales.ru/search/LED2610BKK24111 ,2023-05-13 14:33:58,936<-953<-967<-
69715,903,2788,S7Airlines,28,Санкт-Петербург-Бангкок,26окт-23ноя,17ч35м,1д8ч15м,https://www.aviasales.ru/search/LED2610BKK23111 ,2023-05-13 14:34:25,903<-919<-933<-
69715,903,2788,S7Airlines,27,Санкт-Петербург-Бангкок,26окт-22ноя,17ч35м,23ч10м,https://www.aviasales.ru/search/LED2610BKK22111 ,2023-05-13 14:34:51,903<-919<-933<-
77685,1006,3107,S7Airlines,30,Санкт-Петербург-Бангкок,27окт-26ноя,19ч35м,1д3ч10м,https://www.aviasales.ru/search/LED2710BKK26111 ,2023-05-13 14:35:16,1006<-
73511,952,2940,,29,Санкт-Петербург-Бангкок,27окт-25ноя,2д11ч25м,22ч35м,https://www.aviasales.ru/search/LED2710BKK25111 ,2023-05-13 14:35:41,952<-
73763,955,2950,,28,Санкт-Петербург-Бангкок,27окт-24ноя,1д17ч20м,1д7ч25м,https://www.aviasales.ru/search/LED2710BKK24111 ,2023-05-13 14:36:07,955<-970<-984<-
73763,955,2950,,27,Санкт-Петербург-Бангкок,27окт-23ноя,1д17ч20м,19ч20м,https://www.aviasales.ru/search/LED2710BKK23111 ,2023-05-13 14:36:32,955<-970<-984<-
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,28окт-27ноя,23ч,23ч10м,https://www.aviasales.ru/search/LED2810BKK27111 ,2023-05-13 14:36:57,936<-953<-
72290,936,2891,S7Airlines,29,Санкт-Петербург-Бангкок,28окт-26ноя,23ч,1д3ч10м,https://www.aviasales.ru/search/LED2810BKK26111 ,2023-05-13 14:37:23,936<-953<-967<-
69715,903,2788,S7Airlines,28,Санкт-Петербург-Бангкок,28окт-25ноя,23ч,23ч10м,https://www.aviasales.ru/search/LED2810BKK25111 ,2023-05-13 14:37:48,903<-919<-933<-
69715,903,2788,S7Airlines,27,Санкт-Петербург-Бангкок,28окт-24ноя,23ч,23ч10м,https://www.aviasales.ru/search/LED2810BKK24111 ,2023-05-13 14:38:13,903<-919<-933<-
61057,791,2442,Аэрофлот,30,Санкт-Петербург-Бангкок,29окт-28ноя,18ч45м,20ч35м,https://www.aviasales.ru/search/LED2910BKK28111 ,2023-05-13 14:38:39,791<-806<-816<-
72290,936,2891,S7Airlines,29,Санкт-Петербург-Бангкок,29окт-27ноя,22ч50м,23ч10м,https://www.aviasales.ru/search/LED2910BKK27111 ,2023-05-13 14:39:04,936<-953<-967<-
69715,903,2788,S7Airlines,28,Санкт-Петербург-Бангкок,29окт-26ноя,22ч50м,1д3ч10м,https://www.aviasales.ru/search/LED2910BKK26111 ,2023-05-13 14:39:29,903<-919<-933<-
69715,903,2788,S7Airlines,27,Санкт-Петербург-Бангкок,29окт-25ноя,22ч50м,23ч10м,https://www.aviasales.ru/search/LED2910BKK25111 ,2023-05-13 14:39:55,903<-919<-933<-
68655,889,2746,TurkishAirlines,30,Санкт-Петербург-Бангкок,30окт-29ноя,1д4ч,22ч40м,https://www.aviasales.ru/search/LED3010BKK29111 ,2023-05-13 14:40:20,889<-
61057,791,2442,Аэрофлот,29,Санкт-Петербург-Бангкок,30окт-28ноя,1д7ч15м,20ч35м,https://www.aviasales.ru/search/LED3010BKK28111 ,2023-05-13 14:40:45,791<-806<-816<-
72709,942,2908,,28,Санкт-Петербург-Бангкок,30окт-27ноя,1д2ч30м,23ч55м,https://www.aviasales.ru/search/LED3010BKK27111 ,2023-05-13 14:41:11,942<-956<-970<-
72709,942,2908,,27,Санкт-Петербург-Бангкок,30окт-26ноя,1д2ч30м,23ч55м,https://www.aviasales.ru/search/LED3010BKK26111 ,2023-05-13 14:41:36,942<-956<-970<-
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,31окт-30ноя,17ч45м,1д8ч15м,https://www.aviasales.ru/search/LED3110BKK30111 ,2023-05-13 14:42:01,936<-953<-967<-
72290,936,2891,S7Airlines,29,Санкт-Петербург-Бангкок,31окт-29ноя,17ч45м,23ч10м,https://www.aviasales.ru/search/LED3110BKK29111 ,2023-05-13 14:42:27,936<-953<-967<-
61057,791,2442,Аэрофлот,28,Санкт-Петербург-Бангкок,31окт-28ноя,18ч15м,20ч35м,https://www.aviasales.ru/search/LED3110BKK28111 ,2023-05-13 14:42:52,791<-806<-816<-
69715,903,2788,S7Airlines,27,Санкт-Петербург-Бангкок,31окт-27ноя,17ч45м,23ч10м,https://www.aviasales.ru/search/LED3110BKK27111 ,2023-05-13 14:43:17,903<-919<-933<-
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,1ноя-1дек,17ч45м,23ч10м,https://www.aviasales.ru/search/LED0111BKK01121 ,2023-05-13 14:43:45,936<-953<-967<-
72290,936,2891,S7Airlines,29,Санкт-Петербург-Бангкок,1ноя-30ноя,17ч45м,1д8ч15м,https://www.aviasales.ru/search/LED0111BKK30111 ,2023-05-13 14:44:10,936<-953<-967<-
69715,903,2788,S7Airlines,28,Санкт-Петербург-Бангкок,1ноя-29ноя,17ч45м,23ч10м,https://www.aviasales.ru/search/LED0111BKK29111 ,2023-05-13 14:44:36,903<-919<-933<-
69715,903,2788,S7Airlines,27,Санкт-Петербург-Бангкок,1ноя-28ноя,17ч45м,1д4ч15м,https://www.aviasales.ru/search/LED0111BKK28111 ,2023-05-13 14:45:01,903<-919<-933<-
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,2ноя-2дек,17ч45м,23ч10м,https://www.aviasales.ru/search/LED0211BKK02121 ,2023-05-13 14:45:27,936<-953<-967<-
58982,764,2359,Аэрофлот,29,Санкт-Петербург-Бангкок,2ноя-1дек,1д5ч50м,20ч35м,https://www.aviasales.ru/search/LED0211BKK01121 ,2023-05-13 14:45:54,764<-778<-789<-
64735,838,2589,S7Airlines,28,Санкт-Петербург-Бангкок,2ноя-30ноя,17ч45м,1д8ч15м,https://www.aviasales.ru/search/LED0211BKK30111 ,2023-05-13 14:46:23,838<-853<-866<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,2ноя-29ноя,17ч45м,23ч10м,https://www.aviasales.ru/search/LED0211BKK29111 ,2023-05-13 14:46:49,838<-853<-866<-
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,3ноя-3дек,18ч50м,1д3ч10м,https://www.aviasales.ru/search/LED0311BKK03121 ,2023-05-13 14:47:14,936<-953<-967<-
72290,936,2891,S7Airlines,29,Санкт-Петербург-Бангкок,3ноя-2дек,18ч50м,23ч10м,https://www.aviasales.ru/search/LED0311BKK02121 ,2023-05-13 14:47:39,936<-953<-967<-
58982,764,2359,Аэрофлот,28,Санкт-Петербург-Бангкок,3ноя-1дек,16ч50м,20ч35м,https://www.aviasales.ru/search/LED0311BKK01121 ,2023-05-13 14:48:05,764<-778<-789<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,3ноя-30ноя,18ч50м,1д8ч15м,https://www.aviasales.ru/search/LED0311BKK30111 ,2023-05-13 14:48:30,838<-853<-866<-
72290,936,2891,S7Airlines,30,Санкт-Петербург-Бангкок,4ноя-4дек,17ч45м,23ч10м,https://www.aviasales.ru/search/LED0411BKK04121 ,2023-05-13 14:48:55,936<-953<-967<-
72290,936,2891,S7Airlines,29,Санкт-Петербург-Бангкок,4ноя-3дек,17ч45м,1д3ч10м,https://www.aviasales.ru/search/LED0411BKK03121 ,2023-05-13 14:49:21,936<-953<-967<-
64735,838,2589,S7Airlines,28,Санкт-Петербург-Бангкок,4ноя-2дек,17ч45м,23ч10м,https://www.aviasales.ru/search/LED0411BKK02121 ,2023-05-13 14:49:46,838<-853<-866<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,4ноя-1дек,17ч45м,23ч10м,https://www.aviasales.ru/search/LED0411BKK01121 ,2023-05-13 14:50:12,838<-853<-866<-
58982,764,2359,Аэрофлот,30,Санкт-Петербург-Бангкок,5ноя-5дек,18ч45м,20ч35м,https://www.aviasales.ru/search/LED0511BKK05121 ,2023-05-13 14:50:37,764<-778<-789<-
72290,936,2891,S7Airlines,29,Санкт-Петербург-Бангкок,5ноя-4дек,22ч50м,23ч10м,https://www.aviasales.ru/search/LED0511BKK04121 ,2023-05-13 14:51:04,936<-953<-967<-
64735,838,2589,S7Airlines,28,Санкт-Петербург-Бангкок,5ноя-3дек,22ч50м,1д3ч10м,https://www.aviasales.ru/search/LED0511BKK03121 ,2023-05-13 14:51:30,838<-853<-866<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,5ноя-2дек,22ч50м,23ч10м,https://www.aviasales.ru/search/LED0511BKK02121 ,2023-05-13 14:51:55,838<-853<-866<-
82795,1073,3311,S7Airlines,30,Санкт-Петербург-Бангкок,6ноя-6дек,16ч55м,23ч10м,https://www.aviasales.ru/search/LED0611BKK06121 ,2023-05-13 14:52:21,1073<-
58982,764,2359,Аэрофлот,29,Санкт-Петербург-Бангкок,6ноя-5дек,1д7ч15м,20ч35м,https://www.aviasales.ru/search/LED0611BKK05121 ,2023-05-13 14:52:46,764<-778<-789<-
74650,967,2986,S7Airlines,28,Санкт-Петербург-Бангкок,6ноя-4дек,16ч55м,23ч10м,https://www.aviasales.ru/search/LED0611BKK04121 ,2023-05-13 14:53:11,967<-
71584,927,2863,S7Airlines,27,Санкт-Петербург-Бангкок,6ноя-3дек,16ч55м,1д1ч20м,https://www.aviasales.ru/search/LED0611BKK03121 ,2023-05-13 14:53:37,927<-927<-935<-
71045,920,2841,S7Airlines,30,Санкт-Петербург-Бангкок,7ноя-7дек,17ч45м,1д8ч15м,https://www.aviasales.ru/search/LED0711BKK07121 ,2023-05-13 14:54:02,920<-936<-950<-
71045,920,2841,S7Airlines,29,Санкт-Петербург-Бангкок,7ноя-6дек,17ч45м,23ч10м,https://www.aviasales.ru/search/LED0711BKK06121 ,2023-05-13 14:54:28,920<-936<-950<-
58982,764,2359,Аэрофлот,28,Санкт-Петербург-Бангкок,7ноя-5дек,18ч15м,20ч35м,https://www.aviasales.ru/search/LED0711BKK05121 ,2023-05-13 14:54:53,764<-778<-789<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,7ноя-4дек,17ч45м,23ч10м,https://www.aviasales.ru/search/LED0711BKK04121 ,2023-05-13 14:55:20,838<-853<-866<-
71045,920,2841,S7Airlines,30,Санкт-Петербург-Бангкок,8ноя-8дек,17ч45м,23ч10м,https://www.aviasales.ru/search/LED0811BKK08121 ,2023-05-13 14:55:46,920<-936<-950<-
71045,920,2841,S7Airlines,29,Санкт-Петербург-Бангкок,8ноя-7дек,17ч45м,1д8ч15м,https://www.aviasales.ru/search/LED0811BKK07121 ,2023-05-13 14:56:11,920<-936<-950<-
64735,838,2589,S7Airlines,28,Санкт-Петербург-Бангкок,8ноя-6дек,17ч45м,23ч10м,https://www.aviasales.ru/search/LED0811BKK06121 ,2023-05-13 14:56:36,838<-853<-866<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,8ноя-5дек,17ч45м,1д4ч15м,https://www.aviasales.ru/search/LED0811BKK05121 ,2023-05-13 14:57:02,838<-853<-866<-
71045,920,2841,S7Airlines,30,Санкт-Петербург-Бангкок,9ноя-9дек,17ч45м,23ч10м,https://www.aviasales.ru/search/LED0911BKK09121 ,2023-05-13 14:57:27,920<-936<-950<-
61057,791,2442,Аэрофлот,29,Санкт-Петербург-Бангкок,9ноя-8дек,1д5ч50м,20ч35м,https://www.aviasales.ru/search/LED0911BKK08121 ,2023-05-13 14:57:52,791<-806<-816<-
64735,838,2589,S7Airlines,28,Санкт-Петербург-Бангкок,9ноя-7дек,17ч45м,1д8ч15м,https://www.aviasales.ru/search/LED0911BKK07121 ,2023-05-13 14:58:18,838<-853<-866<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,9ноя-6дек,17ч45м,23ч10м,https://www.aviasales.ru/search/LED0911BKK06121 ,2023-05-13 14:58:43,838<-853<-866<-
71045,920,2841,S7Airlines,30,Санкт-Петербург-Бангкок,10ноя-10дек,18ч50м,1д3ч10м,https://www.aviasales.ru/search/LED1011BKK10121 ,2023-05-13 14:59:08,920<-936<-
71045,920,2841,S7Airlines,29,Санкт-Петербург-Бангкок,10ноя-9дек,18ч50м,23ч10м,https://www.aviasales.ru/search/LED1011BKK09121 ,2023-05-13 14:59:34,920<-936<-950<-
61057,791,2442,Аэрофлот,28,Санкт-Петербург-Бангкок,10ноя-8дек,16ч50м,20ч35м,https://www.aviasales.ru/search/LED1011BKK08121 ,2023-05-13 14:59:59,791<-806<-
64735,838,2589,S7Airlines,27,Санкт-Петербург-Бангкок,10ноя-7дек,18ч50м,1д8ч15м,https://www.aviasales.ru/search/LED1011BKK07121 ,2023-05-13 15:00:24,838<-853<-866<-
71045,920,2841,S7Airlines,30,Санкт-Петербург-Бангкок,11ноя-11дек,17ч45м,23ч10м,https://www.aviasales.ru/search/LED1111BKK11121 ,2023-05-13 15:00:50,920<-936<-
71045,920,2841,S7Airlines,29,Санкт-Петербург-Бангкок,11ноя-10дек,17ч45м,1д3ч10м,https://www.aviasales.ru/search/LED1111BKK10121 ,2023-05-13 15:01:15,920<-936<-950<-
64735,838,2589,S7Airlines,28,Санкт-Петербург-Бангкок,11ноя-9дек,17ч45м,23ч10м,https://www.aviasales.ru/search/LED1111BKK09121 ,2023-05-13 15:01:40,838<-853<-866<-
